company,position,city,review_date,experience,rating_total,pros_text,cons_text,full_text,sentiment_label,source_url
Т-Банк,Консультант по продажам,Москва,май 2026,Работаю 5-10 лет,2.8,"Свободный график, те, кто остался надолго-нормальные люди, остальные-текучка незапоминающаяся","Штрафы, изменения в мотивации-это одна из статей дохода банка. Компенсация топлива-нелепая, не коррелирует с ценами на него. Полезный отзыв Это полезный отзыв 2 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Свободный график, те, кто остался надолго-нормальные люди, остальные-текучка незапоминающаяся Штрафы, изменения в мотивации-это одна из статей дохода банка. Компенсация топлива-нелепая, не коррелирует с ценами на него. Полезный отзыв Это полезный отзыв 2 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",negative,https://dreamjob.ru/employers/25607
Т-Банк,Отзыв сотрудника,Пожаловаться Работал меньше года Москва,май 2026,Работал меньше года,4.0,"Работа из дома, поддержка на всех этапах: от обучения до выхода на линию. Дружная команда","Уровень ЗП, учитывать в рабочем времени подготовку к работе: обязательный мониторинг новостей и форс-мажоров Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Работа из дома, поддержка на всех этапах: от обучения до выхода на линию. Дружная команда Уровень ЗП, учитывать в рабочем времени подготовку к работе: обязательный мониторинг новостей и форс-мажоров Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Представитель банка,Москва,май 2026,Работаю 3-5 лет,5.0,"Свобода графика, нет порога заработка , дружный коллектив, удобная программа, бонусы для сотрудников","Стало слишком мало встреч, распределение встреч далеко от дома, не всегда корректный подсчет заработка Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Свобода графика, нет порога заработка , дружный коллектив, удобная программа, бонусы для сотрудников Стало слишком мало встреч, распределение встреч далеко от дома, не всегда корректный подсчет заработка Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Оператор call-центра,Пожаловаться Работал меньше года Москва,май 2026,Работал меньше года,3.8,"Поддержка наставника; внутренне, хорошее, обучение; обратная связь; есть возможность для, бесплатного, дополнительного образования.","Из-за того, что работа из дома мало начал гулять и куда-то выбираться, так же график 2/2 по 12, в смене нет времени выдохнуть, постоянно входящий поток клиентов, что сильно выматывает. Полезный отзыв Это полезный отзыв 2 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Поддержка наставника; внутренне, хорошее, обучение; обратная связь; есть возможность для, бесплатного, дополнительного образования. Из-за того, что работа из дома мало начал гулять и куда-то выбираться, так же график 2/2 по 12, в смене нет времени выдохнуть, постоянно входящий поток клиентов, что сильно выматывает. Полезный отзыв Это полезный отзыв 2 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",neutral,https://dreamjob.ru/employers/25607
Т-Банк,Специалист обслуживания кредитных продуктов,Пожаловаться Бывший сотрудник Москва,май 2026,,5.0,"График, официальное трудоустройство , лояльное руководство, программа дмс и куча всяких плюшек.","Побольше тренингов, всяких мастер классов для сотрудников и побольше поощрений Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","График, официальное трудоустройство , лояльное руководство, программа дмс и куча всяких плюшек. Побольше тренингов, всяких мастер классов для сотрудников и побольше поощрений Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Руководитель проектов,Москва,май 2026,,4.8,Коллектив условия социальные преференции бренд карьерный рост Возможно что то еще,"Сложно сформулировать кратко и емко Работать в этой компасвыше 14 лет кажется это уже показатель что все устраивает Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Санкт-Петербург, Май 2026","Коллектив условия социальные преференции бренд карьерный рост Возможно что то еще Сложно сформулировать кратко и емко Работать в этой компасвыше 14 лет кажется это уже показатель что все устраивает Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Санкт-Петербург, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Специалист по документообороту,Санкт-Петербург,май 2026,Работал 1-2 года,5.0,"Работа подходила и по формату, и по условиям. Нравилось быть 1 на 1 с документами. Никакого общения с клиентами, никаких стрессов. Спокойная и монотонная работа, как раз такая мне всегда и подходила.","Чем-то разнообразить можно было все равно, какими-нибудь дополнительными задачами. Но только не работой с клиентами напрямую.","Работа подходила и по формату, и по условиям. Нравилось быть 1 на 1 с документами. Никакого общения с клиентами, никаких стрессов. Спокойная и монотонная работа, как раз такая мне всегда и подходила. Чем-то разнообразить можно было все равно, какими-нибудь дополнительными задачами. Но только не работой с клиентами напрямую.",positive,https://dreamjob.ru/employers/25607
Т-Банк,Отзыв сотрудника,Самара,май 2026,Работал 1-2 года,4.8,"Идеальное место работы 👍 Возможностей больше, чем в любом другом месте Корпоративная жизнь Есть зоны ответственности","Не нанимать руководителей со стороны, это мешает мотивации сотрудников, так как каждый новый руководитель меняет систему мотивации Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Идеальное место работы 👍 Возможностей больше, чем в любом другом месте Корпоративная жизнь Есть зоны ответственности Не нанимать руководителей со стороны, это мешает мотивации сотрудников, так как каждый новый руководитель меняет систему мотивации Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Специалист технической поддержки,Пожаловаться Работал меньше года Москва,май 2026,Работал меньше года,4.7,"Руководство супер, все позитивные и из за этого приятно в целом работать, неважно негативные клиенты или нет, помогают со всеми вопросами","Поднять разве что зарплату, известно что сотрудников набирают сезонами, как-то улучшить возможность трудоустроиться Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Руководство супер, все позитивные и из за этого приятно в целом работать, неважно негативные клиенты или нет, помогают со всеми вопросами Поднять разве что зарплату, известно что сотрудников набирают сезонами, как-то улучшить возможность трудоустроиться Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Специалист,Москва,май 2026,Работал 1-2 года,4.5,"Хорошие условия труда, отдыха, стабильный график, адекватное руководство. Бесплатные обеды, удобно добираться до работы.","В связи с оптимизацией уменьшилась зарплата поэтому пришлось уволиться. Очень жаль, это была моя лучшая работа. Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Хорошие условия труда, отдыха, стабильный график, адекватное руководство. Бесплатные обеды, удобно добираться до работы. В связи с оптимизацией уменьшилась зарплата поэтому пришлось уволиться. Очень жаль, это была моя лучшая работа. Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Представитель,Пожаловаться Работаю меньше года Москва,май 2026,Работаю меньше года,1.0,"Мне безумно нравится в этой компании уровень моей доходности. Я раньше не задумывалась, что можно приобрести настолько сильную тревожность где либо. Каждый день это рулетка штрафов, это так классно заряжает на целый день! Становишься супер продуктивным!","Тут нечего улучшать! Потрясающая возможность попасть на прием к психотерапевту с тревожностью до максимума, а что самое интересное, ты никогда не будешь знать, сможешь ли ты этот сеанс оплатить дальше))) штрафы и уровень обучения настолько прекрасный, что мне уже страшно даже уходить от сюда, вдруг я такое больше нигде не найду( Полезный отзыв Это полезный отзыв 11 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Мне безумно нравится в этой компании уровень моей доходности. Я раньше не задумывалась, что можно приобрести настолько сильную тревожность где либо. Каждый день это рулетка штрафов, это так классно заряжает на целый день! Становишься супер продуктивным! Тут нечего улучшать! Потрясающая возможность попасть на прием к психотерапевту с тревожностью до максимума, а что самое интересное, ты никогда не будешь знать, сможешь ли ты этот сеанс оплатить дальше))) штрафы и уровень обучения настолько прекрасный, что мне уже страшно даже уходить от сюда, вдруг я такое больше нигде не найду( Полезный отзыв Это полезный отзыв 11 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",negative,https://dreamjob.ru/employers/25607
Т-Банк,Отзыв сотрудника,Пожаловаться Работал меньше года Москва,май 2026,Работал меньше года,4.2,Возможность решать все проблемы дистанционно. Стабильная оплата труда. Корпоративное обучение,"Систему оценивания сотрудников. Систему наставничества в период обучения. Мне не понравилось то, что каждый день были разные наставники Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Пермь, Май 2026","Возможность решать все проблемы дистанционно. Стабильная оплата труда. Корпоративное обучение Систему оценивания сотрудников. Систему наставничества в период обучения. Мне не понравилось то, что каждый день были разные наставники Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Пермь, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Оператор call-центра,Пожаловаться Работал меньше года Пермь,май 2026,Работал меньше года,3.7,"Срочны были нужны деньги, прошла обучение и сразу начала работать, нравилось, что был период с окладом","Включать время собраний, планерок, тестов и прочих мероприятий, что проводятся в рабочие часы в рабочее = оплачиваемое время. Полезный отзыв Это полезный отзыв 2 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Срочны были нужны деньги, прошла обучение и сразу начала работать, нравилось, что был период с окладом Включать время собраний, планерок, тестов и прочих мероприятий, что проводятся в рабочие часы в рабочее = оплачиваемое время. Полезный отзыв Это полезный отзыв 2 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",neutral,https://dreamjob.ru/employers/25607
Т-Банк,Оператор разметки данных,Пожаловаться Работаю меньше года Москва,май 2026,Работаю меньше года,3.5,"Что нет начальства по факту Один на один с компьютером Работа не сложная,скучноватая,но в целом неплохо","Сделать обратную связь с руководством Возможность задавать вопросы Повыше оплату за задания Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Что нет начальства по факту Один на один с компьютером Работа не сложная,скучноватая,но в целом неплохо Сделать обратную связь с руководством Возможность задавать вопросы Повыше оплату за задания Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",neutral,https://dreamjob.ru/employers/25607
Т-Банк,Комплаенс специалист,Москва,май 2026,Работал 3-5 лет,3.0,"Удаленка, хороший, позитивный и в большинстве своем дружный и молодой коллектив, адекватный размер оплаты труда сопоставимый нагрузкам.","В первую очередь понимание руководства что происходит, непосредственный руководитель (РГ) прекрасно понимает с какие трудности и что стоит улучшить, менеджер и далее уже с этим есть сложности, в силу не вовлеченности в процесс и возможно недосказанности со стороны РГ, Менеджера и т.п. хотелось бы чтоб эти процессы работали адекватно. В том числе очень хотелось бы получать информацию о регламентах работы своевременно и адекватно хранить и собирать всю информацию связанную с работой. Ну и конечно адекватный график без ночных смен без согласия дневного сотрудника, в т.ч желательно чтоб время начала смены постоянно не прыгало. Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Удаленка, хороший, позитивный и в большинстве своем дружный и молодой коллектив, адекватный размер оплаты труда сопоставимый нагрузкам. В первую очередь понимание руководства что происходит, непосредственный руководитель (РГ) прекрасно понимает с какие трудности и что стоит улучшить, менеджер и далее уже с этим есть сложности, в силу не вовлеченности в процесс и возможно недосказанности со стороны РГ, Менеджера и т.п. хотелось бы чтоб эти процессы работали адекватно. В том числе очень хотелось бы получать информацию о регламентах работы своевременно и адекватно хранить и собирать всю информацию связанную с работой. Ну и конечно адекватный график без ночных смен без согласия дневного сотрудника, в т.ч желательно чтоб время начала смены постоянно не прыгало. Полезный отзыв Это полезный отзыв 0 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",neutral,https://dreamjob.ru/employers/25607
Т-Банк,Отзыв сотрудника,Москва,май 2026,Работал 1-2 года,2.7,Крутой коллектив ! Появились друзья на работе с которыми есть желание общаться и в не работы ! Много амбициозных и выполнимых задач.,"Совет всем кто читает ! Не увольняйтесь до выплаты квартальной премии , ато ее на заплатят . Даже если ты отработал полный квартал ( как я весь 1) и уволишься за несколько недель до выплаты премии , то тебе ее не заплатят. Выводы делайте сами Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","Крутой коллектив ! Появились друзья на работе с которыми есть желание общаться и в не работы ! Много амбициозных и выполнимых задач. Совет всем кто читает ! Не увольняйтесь до выплаты квартальной премии , ато ее на заплатят . Даже если ты отработал полный квартал ( как я весь 1) и уволишься за несколько недель до выплаты премии , то тебе ее не заплатят. Выводы делайте сами Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",negative,https://dreamjob.ru/employers/25607
Т-Банк,Менеджер по продажам,Пожаловаться Работал меньше года Москва,май 2026,Работал меньше года,4.5,"комфорт в работе, прозрачные условия, все конечно зависит от должности, но никаких сложностей у меня не возникало","больше возможности для карьерного роста и больше вести коммуникацию для обратной связи по возможным улучшениям в работе в сфере продаж Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026","комфорт в работе, прозрачные условия, все конечно зависит от должности, но никаких сложностей у меня не возникало больше возможности для карьерного роста и больше вести коммуникацию для обратной связи по возможным улучшениям в работе в сфере продаж Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Москва, Май 2026",positive,https://dreamjob.ru/employers/25607
Т-Банк,Представитель банка,Пожаловаться Работал меньше года Москва,май 2026,Работал меньше года,3.0,"Работа на свежем воздухе, так же можно хорошо посмотреть город. Выдавали рабочий телефон","График работы, условия труда и подход к проблемам во время работы. Больше замечаний нет Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Саратов, Май 2026","Работа на свежем воздухе, так же можно хорошо посмотреть город. Выдавали рабочий телефон График работы, условия труда и подход к проблемам во время работы. Больше замечаний нет Полезный отзыв Это полезный отзыв 1 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Саратов, Май 2026",neutral,https://dreamjob.ru/employers/25607
Т-Банк,Представитель банка,Саратов,май 2026,Работал 1-2 года,5.0,"Платят вовремя и это на самом деле большой плюс по нынешним временам, деньги в общем-то хорошие, если сам не тупишь и нормально работаешь. Тут главное продавать, если научиться и перестать стесняться незнакомых людей, то все будет ок. Самому своим умом доходить до всего не надо, всему учат, а первое время так вообще на встречах со мною был наставник, это очень помогало не теряться и быстро понять как правильно строить диалог с клиентом.","Мне тяжело дается нагрузка, если 10-12 встреч я отрабатываю живчиком, то у 15-ой уже тухну и совсем не та коммуникабельность как с утра.","Платят вовремя и это на самом деле большой плюс по нынешним временам, деньги в общем-то хорошие, если сам не тупишь и нормально работаешь. Тут главное продавать, если научиться и перестать стесняться незнакомых людей, то все будет ок. Самому своим умом доходить до всего не надо, всему учат, а первое время так вообще на встречах со мною был наставник, это очень помогало не теряться и быстро понять как правильно строить диалог с клиентом. Мне тяжело дается нагрузка, если 10-12 встреч я отрабатываю живчиком, то у 15-ой уже тухну и совсем не та коммуникабельность как с утра.",positive,https://dreamjob.ru/employers/25607
Т-Банк,Представитель банка,Тюмень,май 2026,Работал 1-2 года,4.0,"Работа устраивала прежде всего потому, что я не был привязан к офису. Встречи - это совсем другое, когда общаешься с людьми и нет шаблонов, получается гораздо интереснее. Быстро научился продавать, поэтому и зарабатывал отлично. Если бы не пришлось переезжать, то вполне мог бы сделать в банке карьеру, мне незадолго до ухода как раз предлагали повышение, но увы.","Компенсация расходов на топливо считалась очень странно. У меня всегда получалось наездить больше, чем в итоге возмещали.","Работа устраивала прежде всего потому, что я не был привязан к офису. Встречи - это совсем другое, когда общаешься с людьми и нет шаблонов, получается гораздо интереснее. Быстро научился продавать, поэтому и зарабатывал отлично. Если бы не пришлось переезжать, то вполне мог бы сделать в банке карьеру, мне незадолго до ухода как раз предлагали повышение, но увы. Компенсация расходов на топливо считалась очень странно. У меня всегда получалось наездить больше, чем в итоге возмещали.",positive,https://dreamjob.ru/employers/25607?page=2
Т-Банк,Менеджер по продажам,Пожаловаться Работал меньше года Москва,май 2026,Работал меньше года,4.0,"гибкий график, за день можно между встречами отдыхать, можно договориться с руководством, хорошая зп","приходится перерабатывать, работа разъездная, приходится за день проходить от 20 до 30 тыс шагов Полезный отзыв Это полезный отзыв 2 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Тольятти, Май 2026","гибкий график, за день можно между встречами отдыхать, можно договориться с руководством, хорошая зп приходится перерабатывать, работа разъездная, приходится за день проходить от 20 до 30 тыс шагов Полезный отзыв Это полезный отзыв 2 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Тольятти, Май 2026",positive,https://dreamjob.ru/employers/25607?page=2
Т-Банк,Представитель банка,Тольятти,май 2026,Работаю 1-2 года,4.0,"Мне нравится та свобода, которую предлагает эта вакансия. Гибкий график - если мне в какой-то день нужно взять выходной, то это без проблем можно устроить. Мне не нужно досиживать до официального завершения рабочего дня - если встречи с клиентами на сегодня закончены, я свободен. Ну и свобода в финансах, здесь доход напрямую зависит от того, насколько эффективно ты работаешь: мы не просто консультируем клиентов, но также предлагаем дополнительные услуги. И чем больше у тебя продаж, тем выше доход. И да, по навыкам продаж регулярно проводят обучение, так что если есть желание, можно постоянно расти.","Без собственного автомобиля здесь работать нереально. Можно, конечно, на каком-нибудь скутере, но при плохой погоде поездки удовольствия не доставят.","Мне нравится та свобода, которую предлагает эта вакансия. Гибкий график - если мне в какой-то день нужно взять выходной, то это без проблем можно устроить. Мне не нужно досиживать до официального завершения рабочего дня - если встречи с клиентами на сегодня закончены, я свободен. Ну и свобода в финансах, здесь доход напрямую зависит от того, насколько эффективно ты работаешь: мы не просто консультируем клиентов, но также предлагаем дополнительные услуги. И чем больше у тебя продаж, тем выше доход. И да, по навыкам продаж регулярно проводят обучение, так что если есть желание, можно постоянно расти. Без собственного автомобиля здесь работать нереально. Можно, конечно, на каком-нибудь скутере, но при плохой погоде поездки удовольствия не доставят.",positive,https://dreamjob.ru/employers/25607?page=2
Т-Банк,Специалист взыскания,Москва,май 2026,Работаю 1-2 года,5.0,"Работаю не так давно, но опыт во взыскании большой. Здесь нравится, что все стабильно. Зарплата без задержек, нормальная социалка, оформление по ТК. Премия рассчитывается и выплачивается честно, в этом плане без вопросов.","Добавить компенсацию, например. Мне до работы час туда и час обратно, если бы это как-то компенсировали, было бы здорово.","Работаю не так давно, но опыт во взыскании большой. Здесь нравится, что все стабильно. Зарплата без задержек, нормальная социалка, оформление по ТК. Премия рассчитывается и выплачивается честно, в этом плане без вопросов. Добавить компенсацию, например. Мне до работы час туда и час обратно, если бы это как-то компенсировали, было бы здорово.",positive,https://dreamjob.ru/employers/25607?page=2
Т-Банк,Специалист по работе с клиентами,,,Работал меньше года,1.7,"Стабильность компании, на этом плюсы заканчиваются. Была на стажировке и обучении и только неделю спустя, с нами связался руководитель и все объяснил.","Мне не понравился график работы. Очень для меня некомфортно. Заявлено 5 на 2 с плавающими выходными и 2 на 2. По факту могут поставить 6 на 0, 3 на 1, твои пожелания, это только пожелания и все. Полезный отзыв Это полезный отзыв 5 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Волгоград, Май 2026","Стабильность компании, на этом плюсы заканчиваются. Была на стажировке и обучении и только неделю спустя, с нами связался руководитель и все объяснил. Мне не понравился график работы. Очень для меня некомфортно. Заявлено 5 на 2 с плавающими выходными и 2 на 2. По факту могут поставить 6 на 0, 3 на 1, твои пожелания, это только пожелания и все. Полезный отзыв Это полезный отзыв 5 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Волгоград, Май 2026",negative,https://dreamjob.ru/employers/25607?page=2
Т-Банк,Представитель банка,Волгоград,май 2026,Работал 1-2 года,5.0,"Самое лучшее в этой работе было, что над душой не стоял начальник и не требовалось торчать в офисе. Нагрузка адекватная, раз на раз не приходилось, но в среднем за день 13-15 встреч, что мне было приемлемо. График можно было корректировать, главное с куратором согласовать и о'кей. Коллектив неплохой, виделись вживую редко, но дистанционным общением компенсировали это только так. По оплате у меня ни разу не было вопросов, потому что был доступен бот, через который отслеживал свою статистику и до копейки понимал почему получаю именно столько.","От такого количества живого общения с клиентами быстро устаешь, постоянно нужно было чутко ловить настроение и для каждого подбирать свои аргументы.","Самое лучшее в этой работе было, что над душой не стоял начальник и не требовалось торчать в офисе. Нагрузка адекватная, раз на раз не приходилось, но в среднем за день 13-15 встреч, что мне было приемлемо. График можно было корректировать, главное с куратором согласовать и о'кей. Коллектив неплохой, виделись вживую редко, но дистанционным общением компенсировали это только так. По оплате у меня ни разу не было вопросов, потому что был доступен бот, через который отслеживал свою статистику и до копейки понимал почему получаю именно столько. От такого количества живого общения с клиентами быстро устаешь, постоянно нужно было чутко ловить настроение и для каждого подбирать свои аргументы.",positive,https://dreamjob.ru/employers/25607?page=2
Т-Банк,Торговый представитель,Пожаловаться Работал меньше года Москва,май 2026,Работал меньше года,3.5,"Возможность выбирать рабочие дни, заработать . Вся информация контролируется в приложении .","Отменить штрафы , которые иногда крайне не справедливы. Расчитывать вознаграждение без ошибок , а то иногда приходится доказывать , что заработал , это раздражает . Заработал - докажи , не виноват , нарушение выставлено ошибочно - докажи. Полезный отзыв Это полезный отзыв 6 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Сызрань, Май 2026","Возможность выбирать рабочие дни, заработать . Вся информация контролируется в приложении . Отменить штрафы , которые иногда крайне не справедливы. Расчитывать вознаграждение без ошибок , а то иногда приходится доказывать , что заработал , это раздражает . Заработал - докажи , не виноват , нарушение выставлено ошибочно - докажи. Полезный отзыв Это полезный отзыв 6 Ссылка на отзыв Этот отзыв без ответа Ответить от лица компании Сызрань, Май 2026",neutral,https://dreamjob.ru/employers/25607?page=2
